line,comparison,region,position_class,side_of_strong_line,corr,nmse,phase_rmse_rad,amplitude_nrmse
29,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9922627265268132,0.031683767312456965,0.06305329826918604,0.16411984621724116
29,whole_forward_vs_reverse,full_K,interior,after,0.991994184530672,0.020286837025296225,0.06746483661524778,0.12680893818334998
29,whole_forward_vs_independent,input_128,interior,after,0.9999435039252861,0.0001129889576213653,0.016191494900344314,0.007354860363053793
29,whole_forward_vs_independent,embedded_200,interior,after,0.9927923797020717,0.014364768830005068,0.12585797773612464,0.08984052296074824
29,whole_forward_vs_independent,heldout_72,interior,after,0.9727804309510986,0.05372015215844589,0.2086493954199365,0.1738113285696455
29,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9717208493013267,0.07257233676704009,0.18065787310079148,0.2166797658515058
29,whole_forward_vs_independent,full_K,interior,after,0.9793011223690997,0.04500602442367614,0.16863572567796234,0.1689309015389194
29,whole_reverse_vs_independent,input_128,interior,after,0.9999476965106782,0.00010460424298862829,0.017351042872943173,0.007087862341182389
29,whole_reverse_vs_independent,embedded_200,interior,after,0.9933607507484773,0.0133070179599947,0.12056554729240487,0.08216367397750161
29,whole_reverse_vs_independent,heldout_72,interior,after,0.9738611505311086,0.052735507787949276,0.19960637398736894,0.16359108199144307
29,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9793228866067839,0.04128862962222846,0.172633819890705,0.1271959505661415
29,whole_reverse_vs_independent,full_K,interior,after,0.9868815070808675,0.026164723523484285,0.1612012395300407,0.10527611417695457
29,author_L4_forward_vs_reverse,input_128,interior,after,0.9999938143548617,1.2371252014272568e-05,0.005516214422541182,0.002434157444074469
29,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9962026339777719,0.007620295720566421,0.07922685632351062,0.063388857134675
29,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9858863412487123,0.028627784225352913,0.13183976433019307,0.12286965414080529
29,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9922219218408203,0.03193117341520712,0.06311125048531276,0.16485489192504185
29,author_L4_forward_vs_reverse,full_K,interior,after,0.9919491904040048,0.020419184323382942,0.06750182326494202,0.1273208676700471
29,author_L4_forward_vs_independent,input_128,interior,after,0.9999435457819069,0.00011290524910731716,0.016188232923336383,0.007351786613802501
29,author_L4_forward_vs_independent,embedded_200,interior,after,0.9928002585613029,0.01434917646374492,0.12581457724013537,0.08978345794797983
29,author_L4_forward_vs_independent,heldout_72,interior,after,0.9728121123948844,0.0536592807016012,0.20857712508805054,0.17369676885357083
29,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9717508528426131,0.07254666420892321,0.1804178454710195,0.21674410464377378
29,author_L4_forward_vs_independent,full_K,interior,after,0.979315004750946,0.04498826617371951,0.1684347831798171,0.1689661940041351
29,author_L4_reverse_vs_independent,input_128,interior,after,0.9999476952167826,0.00010460683064460192,0.017353375798107522,0.007087693030420001
29,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9933619221712661,0.013305351675491484,0.12055784966568822,0.0821630724712009
29,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9738636500494336,0.05274130081373194,0.19959309815358553,0.16360920304255006
29,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.979384006205857,0.04116516202666848,0.17214931303490927,0.12702723831442453
29,author_L4_reverse_vs_independent,full_K,interior,after,0.9869161510280089,0.026098241757057706,0.16081072185273299,0.10516804652578571
30,wrapper_individual_vs_direct_independent,input_128,interior,after,0.9999999999999998,0.0,1.6740947063415465e-17,0.0
30,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.7085976713760255e-17,0.0
30,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,0.0,1.7682747616117173e-17,0.0
30,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,0.0,1.6118412885646837e-17,0.0
30,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.636566758583129e-17,0.0
30,whole_forward_vs_reverse,input_128,interior,after,0.9999933796822131,1.3240591745050779e-05,0.007145211597553273,0.0025567619749022052
30,whole_forward_vs_reverse,embedded_200,interior,after,0.9973129167466228,0.005377130948761569,0.06944025664425353,0.05223407793127095
30,whole_forward_vs_reverse,heldout_72,interior,after,0.9897118036559636,0.020626187981820452,0.11534097580175727,0.1023054590861941
30,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9925623281906241,0.016015042628153613,0.13122352432597842,0.07570286371852945
30,whole_forward_vs_reverse,full_K,interior,after,0.9949133480918476,0.010464461784498112,0.11882843646662586,0.06453127646875657
30,whole_forward_vs_independent,input_128,interior,after,0.9999661741441535,6.765056750438416e-05,0.00955784366552263,0.00559904254100268
30,whole_forward_vs_independent,embedded_200,interior,after,0.9910351390828024,0.01788557844316409,0.1542741989556027,0.08314344935741426
30,whole_forward_vs_independent,heldout_72,interior,after,0.9654085288422288,0.06854034211323883,0.2568076611820755,0.16271530937016535
30,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9769807075335252,0.05705790718035415,0.15204016433196385,0.19240295050211123
30,whole_forward_vs_independent,full_K,interior,after,0.9825784202891558,0.03661882251383725,0.1526017391559354,0.14598064492629048
30,whole_reverse_vs_independent,input_128,interior,after,0.9999769631376935,4.60731939158806e-05,0.009145110885851921,0.0045860393595728655
30,whole_reverse_vs_independent,embedded_200,interior,after,0.9948067774510909,0.010401357340779864,0.11868671663956332,0.06194759905231277
30,whole_reverse_vs_independent,heldout_72,interior,after,0.9795089643686891,0.04122494075680853,0.19743502132689614,0.12327869164744401
30,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9753992668976709,0.05324254974319993,0.22278469176766488,0.15160845420548638
30,whole_reverse_vs_independent,full_K,interior,after,0.9851752645574142,0.030132284179086415,0.20185737128274528,0.11249945087768207
30,author_L4_forward_vs_reverse,input_128,interior,after,0.9999933628566086,1.3274242731095508e-05,0.007128366270555539,0.002558412214367566
30,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9973096938636553,0.005384211971810125,0.06938940106489326,0.05233862935255528
30,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9897037223419574,0.020652243090507193,0.1152577820041378,0.10250784620850333
30,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9926388650170099,0.01596996367486857,0.1299707974061324,0.07665330715038897
30,author_L4_forward_vs_reverse,full_K,interior,after,0.9949359938306958,0.010446815312857311,0.11778382053077403,0.06510994212892189
30,author_L4_forward_vs_independent,input_128,interior,after,0.9999661727808937,6.765329393125393e-05,0.009558226855123258,0.005599291784133679
30,author_L4_forward_vs_independent,embedded_200,interior,after,0.991035566267373,0.01788465744468576,0.1542725515112638,0.08314520560969589
30,author_L4_forward_vs_independent,heldout_72,interior,after,0.9654115856364982,0.06853327553289444,0.2568048867082349,0.16271455640667606
30,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.9769847224644094,0.057060396965662424,0.1519962300336715,0.19243478770855238
30,author_L4_forward_vs_independent,full_K,interior,after,0.9825789407841773,0.036620334924215965,0.15256849444031842,0.1460033464312885
30,author_L4_reverse_vs_independent,input_128,interior,after,0.9999769640845707,4.607130020515168e-05,0.009132547051476623,0.0045859149209566755
30,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9948138332920682,0.01038827106808352,0.11863677230770966,0.06190710040155731
30,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9795314128905653,0.04119641820856336,0.1973526564130045,0.12323293915488157
30,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.975620984437114,0.05265986495162817,0.22147523293852017,0.150517304566851
30,author_L4_reverse_vs_independent,full_K,interior,after,0.9853145438523672,0.029828598815225513,0.20076635684241687,0.1117542146472394
31,wrapper_individual_vs_direct_independent,input_128,interior,after,0.9999999999999998,0.0,1.811005404540806e-17,0.0
31,wrapper_individual_vs_direct_independent,embedded_200,interior,after,1.0,0.0,1.765192680710781e-17,0.0
31,wrapper_individual_vs_direct_independent,heldout_72,interior,after,1.0,0.0,1.680667221884634e-17,0.0
31,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,0.9999999999999998,0.0,1.5886571928345916e-17,0.0
31,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,0.0,1.6345794741362507e-17,0.0
31,whole_forward_vs_reverse,input_128,interior,after,0.9999905613320278,1.8877246856224842e-05,0.005343397528461521,0.002982209397271414
31,whole_forward_vs_reverse,embedded_200,interior,after,0.9945663479930751,0.010915672005237867,0.12168237052981758,0.06876033642883345
31,whole_forward_vs_reverse,heldout_72,interior,after,0.9761918402247092,0.048562814987125766,0.20267876940001514,0.1450237402528195
31,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9786421108645449,0.042966953776808016,0.24238973769146158,0.1138130728473214
31,whole_forward_vs_reverse,full_K,interior,after,0.9886873587036671,0.022732224496382167,0.21855488676312096,0.0880937383966053
31,whole_forward_vs_independent,input_128,interior,after,0.9999595206955868,8.095697025237348e-05,0.013963543358325572,0.006092420115261005
31,whole_forward_vs_independent,embedded_200,interior,after,0.989061538206919,0.02179084406226306,0.18415657965094812,0.10156274792256592
31,whole_forward_vs_independent,heldout_72,interior,after,0.9507338593308076,0.09679594800302534,0.3063624318839231,0.21406502989912646
31,whole_forward_vs_independent,extrapolated_outside_200,interior,after,0.9422239203814438,0.13650029356670101,0.36316135004767613,0.22752963539735543
31,whole_forward_vs_independent,full_K,interior,after,0.9695564866744607,0.0640815156478773,0.32770876717524977,0.15999493415573376
31,whole_reverse_vs_independent,input_128,interior,after,0.9999284250544435,0.00014314476813996792,0.018308046699715266,0.00809570868314549
31,whole_reverse_vs_independent,embedded_200,interior,after,0.9856882367309835,0.02846784017636417,0.20260505181138572,0.11829946951532866
31,whole_reverse_vs_independent,heldout_72,interior,after,0.9366530508762663,0.12367100038735766,0.3367915976624143,0.24660248178870328
31,whole_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9043421498987879,0.2185365712731835,0.5586115791505527,0.2330964023357854
31,whole_reverse_vs_independent,full_K,interior,after,0.9526984707337789,0.09852344714307461,0.4942644778108975,0.16989111470411794
31,author_L4_forward_vs_reverse,input_128,interior,after,0.9999905906327485,1.881864596670879e-05,0.005323588196962692,0.002977723486943225
31,author_L4_forward_vs_reverse,embedded_200,interior,after,0.9946005209352877,0.010845275877279556,0.12135755521293608,0.06856907703389005
31,author_L4_forward_vs_reverse,heldout_72,interior,after,0.9763286493973926,0.04824958040970679,0.20213800448672226,0.14462033451211642
31,author_L4_forward_vs_reverse,extrapolated_outside_200,interior,after,0.9785418392041315,0.043119621867860725,0.2448783668560556,0.11355738361282106
31,author_L4_forward_vs_reverse,full_K,interior,after,0.9886752531048578,0.022744203309497033,0.22058099412093946,0.08787790327441923
31,author_L4_forward_vs_independent,input_128,interior,after,0.9999595205077753,8.09573458599305e-05,0.013963495025732978,0.0060924721865052095
31,author_L4_forward_vs_independent,embedded_200,interior,after,0.9890616476856013,0.021790632506304104,0.18415615118521314,0.10156221248087473
31,author_L4_forward_vs_independent,heldout_72,interior,after,0.9507342324447605,0.09679534398779534,0.3063617203732357,0.21406426874325934
31,author_L4_forward_vs_independent,extrapolated_outside_200,interior,after,0.942232378966711,0.13647900182192774,0.363108444611091,0.227519627490632
31,author_L4_forward_vs_independent,full_K,interior,after,0.9695599550822291,0.0640740170930661,0.32766473553886155,0.15999002003217572
31,author_L4_reverse_vs_independent,input_128,interior,after,0.9999285953688135,0.00014280416375193037,0.018280440445845227,0.00808788590020348
31,author_L4_reverse_vs_independent,embedded_200,interior,after,0.9857542421132068,0.028337512295712453,0.2023642269634629,0.11802491363224361
31,author_L4_reverse_vs_independent,heldout_72,interior,after,0.9369133100382276,0.12317992754508204,0.33639183779513443,0.24610504140637826
31,author_L4_reverse_vs_independent,extrapolated_outside_200,interior,after,0.9039799662003433,0.21960321781857414,0.5611504898303006,0.23367005615135636
31,author_L4_reverse_vs_independent,full_K,interior,after,0.9526001979890539,0.09877151921482602,0.49639220810385376,0.17002165580860693
32,wrapper_individual_vs_direct_independent,input_128,interior,after,1.0,2.665165081436731e-32,2.312456953248358e-17,1.7660311094005954e-16
32,wrapper_individual_vs_direct_independent,embedded_200,interior,after,0.9999999999999998,2.649167908487332e-32,2.3479573451610103e-17,1.7847914152796046e-16
32,wrapper_individual_vs_direct_independent,heldout_72,interior,after,0.9999999999999999,2.559839121106775e-32,2.4097781778357767e-17,1.8861225426539173e-16
32,wrapper_individual_vs_direct_independent,extrapolated_outside_200,interior,after,1.0,2.6172576728265586e-32,2.3507920655667042e-17,1.8062587997881895e-16
32,wrapper_individual_vs_direct_independent,full_K,interior,after,1.0,2.644575728528444e-32,2.3500837060246203e-17,1.7878966497708734e-16
32,whole_forward_vs_reverse,input_128,interior,after,0.9999925716257356,1.4856693348243783e-05,0.0045648853074134865,0.002755350617842496
32,whole_forward_vs_reverse,embedded_200,interior,after,0.9938585034758417,0.01229912153084713,0.28539244856104545,0.0775400118300206
32,whole_forward_vs_reverse,heldout_72,interior,after,0.9567256017618323,0.0874546946168007,0.4756151375436291,0.20676172622999608
32,whole_forward_vs_reverse,extrapolated_outside_200,interior,after,0.8136817282353772,0.4169118054709243,1.6065320878445404,0.38632214247154
